Date,Ticker,Volume
2022-02-07,MOS,6761400
2022-02-08,MOS,7347900
2022-02-09,MOS,7368200
2022-02-10,MOS,7677500
2022-02-11,MOS,9591400
2022-02-14,MOS,7984700
2022-02-15,MOS,6181000
2022-02-16,MOS,5582000
2022-02-17,MOS,5765200
2022-02-18,MOS,4823100
2022-02-22,MOS,7738900
2022-02-23,MOS,9786700
2022-02-24,MOS,10706300
2022-02-25,MOS,12150300
2022-02-28,MOS,15683200
2022-03-01,MOS,11324100
2022-03-02,MOS,12305100
2022-03-03,MOS,13376500
2022-03-04,MOS,17991000
2022-03-07,MOS,24638900
2022-03-08,MOS,17925200
2022-03-09,MOS,15112000
2022-03-10,MOS,18388500
2022-03-11,MOS,13855200
2022-03-14,MOS,11773900
2022-03-15,MOS,10955100
2022-03-16,MOS,13659200
2022-03-17,MOS,11637100
2022-03-18,MOS,16045600
2022-03-21,MOS,14430100
2022-03-22,MOS,10715400
2022-03-23,MOS,8854500
2022-03-24,MOS,10348100
2022-03-25,MOS,8666300
2022-03-28,MOS,9185200
2022-03-29,MOS,14888900
2022-03-30,MOS,6604400
2022-03-31,MOS,7969900
